down,keyCode,hours,minutes,seconds,milliseconds
true,ShiftLeft,14,23,7,726
true,Digit9,14,23,7,946
false,Digit9,14,23,8,28
false,ShiftLeft,14,23,8,79
true,KeyF,14,23,8,244
false,KeyF,14,23,8,336
true,KeyU,14,23,8,407
false,KeyU,14,23,8,498
true,ShiftLeft,14,23,8,589
true,KeyZ,14,23,8,833
false,KeyZ,14,23,8,923
true,KeyZ,14,23,9,28
false,KeyZ,14,23,9,97
false,ShiftLeft,14,23,9,113
true,KeyY,14,23,9,345
false,KeyY,14,23,9,449
true,KeyN,14,23,9,607
false,KeyN,14,23,9,699
true,Digit3,14,23,10,332
false,Digit3,14,23,10,428
true,KeyT,14,23,10,704
false,KeyT,14,23,10,791
true,KeyW,14,23,11,4
false,KeyW,14,23,11,125
true,Digit0,14,23,11,353
false,Digit0,14,23,11,427
true,KeyR,14,23,11,593
false,KeyR,14,23,11,692
true,KeyK,14,23,11,863
false,KeyK,14,23,11,948
true,ShiftLeft,14,23,12,106
true,Digit0,14,23,12,242
false,Digit0,14,23,12,309
false,ShiftLeft,14,23,12,356
