down,keyCode,hours,minutes,seconds,milliseconds
true,Shift,9,46,22,185
true,(,9,46,22,405
false,(,9,46,22,464
false,Shift,9,46,22,539
true,f,9,46,22,758
false,f,9,46,22,829
true,u,9,46,22,901
false,u,9,46,22,968
true,Shift,9,46,23,43
true,Z,9,46,23,247
false,Z,9,46,23,325
true,Z,9,46,23,399
false,Z,9,46,23,485
false,Shift,9,46,23,561
true,y,9,46,23,673
false,y,9,46,23,751
true,n,9,46,23,917
false,n,9,46,23,999
true,3,9,46,24,172
false,3,9,46,24,249
true,t,9,46,24,388
false,t,9,46,24,445
true,w,9,46,25,75
false,w,9,46,25,155
true,0,9,46,25,425
false,0,9,46,25,497
true,r,9,46,25,702
false,r,9,46,25,775
true,k,9,46,25,926
false,k,9,46,26,8
true,Shift,9,46,26,127
true,),9,46,26,250
false,),9,46,26,313
false,Shift,9,46,26,409
