down,keyCode,hours,minutes,seconds,milliseconds
true,ShiftRight,0,27,41,941
true,Digit8,0,27,42,91
false,Digit8,0,27,42,150
false,ShiftRight,0,27,42,276
true,KeyF,0,27,42,603
false,KeyF,0,27,42,669
true,KeyU,0,27,43,187
false,KeyU,0,27,43,258
true,ShiftRight,0,27,43,565
true,KeyZ,0,27,43,971
false,KeyZ,0,27,44,28
true,KeyZ,0,27,44,128
false,KeyZ,0,27,44,199
false,ShiftRight,0,27,44,297
true,KeyY,0,27,44,587
false,KeyY,0,27,44,664
true,KeyN,0,27,44,919
false,KeyN,0,27,44,985
true,Digit3,0,27,45,344
false,Digit3,0,27,45,415
true,KeyT,0,27,45,666
false,KeyT,0,27,45,713
true,KeyW,0,27,46,60
false,KeyW,0,27,46,124
true,Digit0,0,27,46,495
false,Digit0,0,27,46,559
true,KeyR,0,27,46,889
false,KeyR,0,27,46,962
true,KeyK,0,27,47,328
false,KeyK,0,27,47,386
true,ShiftRight,0,27,47,599
true,Digit9,0,27,47,919
false,Digit9,0,27,48,22
false,ShiftRight,0,27,48,87
