,down,keyCode,time
1,True,KeyI,78
2,False,ShiftLeft,61
3,False,KeyI,37
4,True,KeyN,69
5,False,KeyN,89
6,True,Space,48
7,True,KeyQ,69
8,False,Space,20
9,False,KeyQ,79
10,True,KeyD,85
11,False,KeyD,79
12,True,KeyD,35
13,True,KeyI,106
14,False,KeyD,10
15,False,KeyI,94
16,True,KeyT,22
17,True,KeyI,79
18,False,KeyT,60
19,False,KeyI,15
20,True,KeyO,32
21,False,KeyO,84
22,True,KeyN,131
23,False,KeyN,85
24,True,Space,64
25,False,Space,113
26,True,Backspace,236
27,False,Backspace,98
28,True,KeyM,157
29,False,KeyM,89
30,True,Space,60
31,False,Space,70
32,True,ShiftLeft,466
33,True,KeyI,84
34,False,ShiftLeft,66
35,False,KeyI,19
36,True,Space,76
37,False,Space,79
38,True,KeyH,69
39,True,KeyE,69
40,False,KeyH,24
41,False,KeyE,107
42,True,KeyR,59
43,False,KeyR,85
44,True,KeyE,12
45,False,KeyE,109
46,True,KeyB,39
47,False,KeyB,80
48,True,KeyY,519
49,False,KeyY,89
50,True,Space,136
51,False,Space,94
52,True,KeyQ,88
53,False,KeyQ,107
54,True,KeyC,108
55,False,KeyC,149
56,True,KeyK,37
57,False,KeyK,89
58,True,KeyN,229
59,False,KeyN,75
60,True,KeyO,107
61,False,KeyO,93
62,True,KeyZ,3
63,True,KeyL,74
64,False,KeyZ,52
65,False,KeyL,33
66,True,KeyO,41
67,True,KeyE,70
68,False,KeyO,15
69,False,KeyE,103
70,True,KeyD,53
71,True,KeyG,129
72,False,KeyD,6
73,True,KeyE,96
74,False,KeyG,2
75,False,KeyE,124
76,True,Space,560
77,False,Space,166
78,True,Backspace,654
79,False,Backspace,99
80,True,Backspace,53
81,False,Backspace,103
82,True,Backspace,43
83,False,Backspace,98
84,True,Backspace,48
85,False,Backspace,107
86,True,Backspace,39
87,False,Backspace,102
88,True,Backspace,255
89,False,Backspace,97
90,True,KeyE,47
91,False,KeyE,103
92,True,KeyD,82
93,False,KeyD,85
94,True,KeyG,438
95,False,KeyG,98
96,True,KeyE,8
97,False,KeyE,122
98,True,Space,44
99,False,Space,112
100,True,KeyT,498
101,False,KeyT,103
102,True,KeyH,40
103,True,KeyQ,112
104,False,KeyH,2
105,True,KeyT,58
106,False,KeyQ,85
107,False,KeyT,4
108,True,Space,52
109,False,Space,112
110,True,ShiftLeft,103
111,True,KeyI,70
112,False,KeyI,90
113,False,ShiftLeft,18
114,True,Space,139
115,False,Space,94
116,True,KeyH,892
117,True,KeyQ,69
118,False,KeyH,38
119,False,KeyQ,70
120,True,KeyV,34
121,False,KeyV,99
122,True,KeyE,18
123,True,Space,37
124,False,KeyE,64
125,False,Space,43
126,True,KeyR,115
127,True,KeyE,70
128,False,KeyR,23
129,False,KeyE,85
130,True,KeyQ,71
131,False,KeyQ,107
132,True,KeyD,86
133,False,KeyD,140
134,True,Space,111
135,False,Space,110
136,True,KeyQ,37
137,True,KeyN,118
138,False,KeyQ,18
139,False,KeyN,83
140,True,KeyD,14
141,True,Space,32
142,False,KeyD,103
143,False,Space,10
144,True,KeyU,90
145,False,KeyU,98
146,True,KeyN,48
147,True,KeyD,61
148,False,KeyN,42
149,False,KeyD,88
150,True,KeyE,33
151,False,KeyE,95
152,True,KeyR,22
153,False,KeyR,125
154,True,KeyS,43
155,True,KeyT,61
156,False,KeyS,90
157,False,KeyT,2
158,True,KeyO,146
159,False,KeyO,90
160,True,KeyO,28
161,True,KeyD,84
162,False,KeyO,5
163,True,Space,107
164,False,KeyD,32
165,False,Space,79
166,True,KeyQ,20
167,True,KeyN,75
168,False,KeyQ,53
169,False,KeyN,50
170,True,KeyD,39
171,True,Space,93
172,False,KeyD,46
173,False,Space,70
174,True,KeyQ,164
175,False,KeyQ,131
176,True,KeyG,33
177,False,KeyG,88
178,True,KeyR,69
179,True,KeyE,61
180,False,KeyR,19
