down,keyCode,hours,minutes,seconds,milliseconds
true,ShiftLeft,10,32,31,901
true,KeyI,10,32,32,92
false,ShiftLeft,10,32,32,164
false,KeyI,10,32,32,169
true,KeyN,10,32,32,270
false,KeyN,10,32,32,315
true,Space,10,32,32,423
false,Space,10,32,32,481
true,KeyQ,10,32,32,550
false,KeyQ,10,32,32,614
true,KeyD,10,32,32,748
false,KeyD,10,32,32,790
true,KeyD,10,32,32,890
false,KeyD,10,32,32,944
true,KeyI,10,32,33,34
false,KeyI,10,32,33,83
true,KeyT,10,32,33,131
false,KeyT,10,32,33,184
true,KeyI,10,32,33,239
false,KeyI,10,32,33,282
true,KeyO,10,32,33,376
false,KeyO,10,32,33,443
true,KeyN,10,32,33,578
false,KeyN,10,32,33,630
true,KeyM,10,32,34,69
false,KeyM,10,32,34,134
true,Space,10,32,34,224
false,Space,10,32,34,308
true,ShiftLeft,10,32,34,667
true,KeyI,10,32,35,143
false,KeyI,10,32,35,212
false,ShiftLeft,10,32,35,228
true,Space,10,32,35,347
false,Space,10,32,35,420
true,KeyH,10,32,35,545
false,KeyH,10,32,35,602
true,KeyE,10,32,35,643
false,KeyE,10,32,35,698
true,KeyR,10,32,35,785
false,KeyR,10,32,35,846
true,KeyE,10,32,35,940
false,KeyE,10,32,35,997
true,KeyB,10,32,36,34
false,KeyB,10,32,36,94
true,KeyY,10,32,36,164
false,KeyY,10,32,36,236
true,Space,10,32,36,330
false,Space,10,32,36,398
true,KeyQ,10,32,36,553
false,KeyQ,10,32,36,638
true,KeyC,10,32,36,896
false,KeyC,10,32,36,961
true,KeyK,10,32,37,143
false,KeyK,10,32,37,203
true,KeyN,10,32,37,403
false,KeyN,10,32,37,468
true,KeyO,10,32,37,567
false,KeyO,10,32,37,644
true,KeyZ,10,32,37,774
false,KeyZ,10,32,37,846
true,KeyL,10,32,37,975
false,KeyL,10,32,38,42
true,KeyE,10,32,38,149
false,KeyE,10,32,38,189
true,KeyD,10,32,38,309
false,KeyD,10,32,38,377
true,KeyG,10,32,38,430
false,KeyG,10,32,38,490
true,KeyE,10,32,38,548
false,KeyE,10,32,38,609
true,Space,10,32,38,734
false,Space,10,32,38,801
true,KeyT,10,32,39,302
false,KeyT,10,32,39,368
true,KeyH,10,32,39,412
false,KeyH,10,32,39,489
true,KeyQ,10,32,39,548
false,KeyQ,10,32,39,615
true,KeyT,10,32,39,649
false,KeyT,10,32,39,697
true,Space,10,32,39,841
false,Space,10,32,39,919
true,ShiftLeft,10,32,40,289
true,KeyI,10,32,40,636
false,KeyI,10,32,40,708
false,ShiftLeft,10,32,40,739
true,Space,10,32,40,827
false,Space,10,32,40,896
true,KeyH,10,32,41,73
false,KeyH,10,32,41,132
true,KeyQ,10,32,41,201
false,KeyQ,10,32,41,267
true,KeyV,10,32,41,269
false,KeyV,10,32,41,331
true,KeyE,10,32,41,396
false,KeyE,10,32,41,450
true,Space,10,32,41,452
false,Space,10,32,41,551
true,KeyR,10,32,41,599
false,KeyR,10,32,41,661
true,KeyE,10,32,41,760
false,KeyE,10,32,41,827
true,KeyQ,10,32,41,931
false,KeyQ,10,32,41,999
true,KeyD,10,32,42,97
false,KeyD,10,32,42,152
true,Space,10,32,42,171
false,Space,10,32,42,262
true,KeyQ,10,32,42,331
false,KeyQ,10,32,42,396
true,KeyN,10,32,42,425
false,KeyN,10,32,42,491
true,KeyF,10,32,42,560
false,KeyF,10,32,42,619
true,Space,10,32,42,648
false,Space,10,32,42,732
true,KeyU,10,32,43,167
false,KeyU,10,32,43,255
true,KeyN,10,32,43,348
false,KeyN,10,32,43,416
true,KeyD,10,32,43,450
false,KeyD,10,32,43,504
true,KeyE,10,32,43,619
false,KeyE,10,32,43,664
true,KeyR,10,32,43,748
false,KeyR,10,32,43,822
true,KeyS,10,32,43,966
false,KeyS,10,32,44,28
true,KeyT,10,32,44,162
false,KeyT,10,32,44,214
true,KeyO,10,32,44,261
false,KeyO,10,32,44,326
true,KeyO,10,32,44,389
false,KeyO,10,32,44,473
true,KeyD,10,32,47,84
false,KeyD,10,32,47,144
true,Space,10,32,47,197
false,Space,10,32,47,261
true,KeyQ,10,32,47,326
false,KeyQ,10,32,47,379
true,KeyN,10,32,47,412
false,KeyN,10,32,47,463
true,KeyD,10,32,47,514
false,KeyD,10,32,47,575
true,Space,10,32,47,599
false,Space,10,32,47,665
true,Backspace,10,32,53,462
false,Backspace,10,32,53,539
true,KeyD,10,32,53,629
false,KeyD,10,32,53,699
true,KeyQ,10,32,58,251
false,KeyQ,10,32,58,316
true,KeyG,10,32,58,335
false,KeyG,10,32,58,392
true,KeyR,10,32,58,500
false,KeyR,10,32,58,561
true,KeyE,10,32,58,694
false,KeyE,10,32,58,743
true,KeyE,10,32,58,832
false,KeyE,10,32,58,885
