down,keyCode,hours,minutes,seconds,milliseconds
true,(,9,21,42,975
false,(,9,21,43,92
true,f,9,21,43,285
false,f,9,21,43,402
true,u,9,21,43,590
false,u,9,21,43,697
true,Shift,9,21,43,793
true,Z,9,21,43,978
false,Z,9,21,44,112
true,Z,9,21,44,186
false,Z,9,21,44,326
false,Shift,9,21,44,517
true,y,9,21,44,657
false,y,9,21,44,777
true,n,9,21,44,929
false,n,9,21,45,54
true,Shift,9,21,45,130
true,3,9,21,45,374
false,3,9,21,45,537
false,Shift,9,21,45,621
true,t,9,21,45,798
false,t,9,21,45,909
true,w,9,21,46,204
false,w,9,21,46,351
true,Shift,9,21,46,520
true,0,9,21,46,767
false,0,9,21,46,901
false,Shift,9,21,46,949
true,r,9,21,47,149
false,r,9,21,47,286
true,k,9,21,47,419
false,k,9,21,47,517
true,),9,21,47,955
false,),9,21,48,66
