,down,keyCode,time
1,True,ShiftLeft,514
2,True,ShiftLeft,33
3,True,ShiftLeft,34
4,True,ShiftLeft,33
5,True,KeyI,32
6,False,KeyI,146
7,False,ShiftLeft,88
8,True,KeyN,112
9,True,Space,125
10,False,KeyN,10
11,True,KeyQ,111
12,False,Space,38
13,False,KeyQ,116
14,True,KeyD,210
15,False,KeyD,197
16,True,KeyD,516
17,False,KeyD,210
18,True,KeyI,142
19,False,KeyI,191
20,True,KeyT,52
21,False,KeyT,135
22,True,KeyI,9
23,True,KeyO,131
24,False,KeyI,126
25,False,KeyO,50
26,True,KeyN,49
27,False,KeyN,116
28,True,KeyM,100
29,True,Space,112
30,False,KeyM,56
31,False,Space,127
32,True,ShiftLeft,62
33,True,KeyI,143
34,False,KeyI,163
35,False,ShiftLeft,15
36,True,Space,46
37,False,Space,177
38,True,KeyH,9
39,True,KeyE,51
40,False,KeyH,94
41,False,KeyE,61
42,True,KeyR,17
43,True,KeyE,116
44,False,KeyR,103
45,True,KeyB,13
46,False,KeyE,85
47,False,KeyB,65
48,True,KeyY,87
49,True,Space,156
50,False,KeyY,17
51,False,Space,143
52,True,KeyQ,98
53,False,KeyQ,174
54,True,KeyC,173
55,False,KeyC,196
56,True,KeyK,513
57,False,KeyK,141
58,True,KeyN,103
59,False,KeyN,126
60,True,KeyO,138
61,False,KeyO,154
62,True,KeyZ,494
63,False,KeyZ,224
64,True,KeyL,60
65,False,KeyL,162
66,True,KeyE,140
67,False,KeyE,201
68,True,KeyD,99
69,False,KeyD,182
70,True,KeyG,80
71,True,KeyE,191
72,False,KeyG,29
73,True,Space,148
74,False,KeyE,46
75,False,Space,149
76,True,KeyT,96
77,True,KeyH,71
78,False,KeyT,38
79,True,KeyQ,78
80,False,KeyH,43
81,True,KeyT,87
82,False,KeyQ,122
83,True,Space,41
84,False,KeyT,28
85,False,Space,159
86,True,ShiftLeft,398
87,True,KeyI,129
88,False,KeyI,165
89,False,ShiftLeft,4
90,True,Space,5
91,False,Space,162
92,True,KeyH,31
93,True,KeyQ,46
94,False,KeyH,104
95,False,KeyQ,51
96,True,KeyV,73
97,True,KeyE,103
98,False,KeyV,117
99,True,Space,79
100,False,KeyE,27
101,False,Space,160
102,True,KeyR,27
103,True,KeyE,89
104,False,KeyR,144
105,False,KeyE,56
106,True,KeyQ,71
107,False,KeyQ,173
108,True,KeyD,97
109,True,Space,200
110,False,KeyD,2
111,False,Space,167
112,True,KeyQ,154
113,True,KeyN,150
114,False,KeyQ,24
115,True,KeyD,92
116,False,KeyN,29
117,True,Space,142
118,False,KeyD,20
119,False,Space,130
120,True,KeyU,289
121,False,KeyU,145
122,True,KeyN,60
123,True,KeyD,92
124,False,KeyN,47
125,False,KeyD,131
126,True,KeyE,59
127,True,KeyR,84
128,False,KeyE,132
129,True,KeyS,50
130,False,KeyR,42
131,True,KeyT,120
132,False,KeyS,47
133,True,KeyO,65
134,False,KeyT,32
135,False,KeyO,89
136,True,KeyO,54
137,False,KeyO,159
138,True,KeyD,29
139,True,Space,182
140,False,KeyD,10
141,False,Space,153
142,True,KeyQ,153
143,True,KeyN,120
144,False,KeyQ,38
145,True,KeyD,111
146,False,KeyN,14
147,True,Space,130
148,False,KeyD,19
149,False,Space,125
150,True,KeyQ,13
151,False,KeyQ,183
152,True,KeyG,39
153,True,KeyR,112
154,True,KeyE,79
155,False,KeyG,28
156,False,KeyR,70
157,False,KeyE,19
158,True,KeyE,75
159,False,KeyE,186
160,True,Space,23
161,False,Space,196
162,True,KeyT,239
163,True,KeyO,125
164,False,KeyT,35
165,True,Space,91
166,False,KeyO,19
167,False,Space,135
168,True,KeyB,192
169,True,KeyE,122
170,False,KeyB,27
171,True,Space,107
172,False,KeyE,46
173,False,Space,113
174,True,KeyB,951
175,False,KeyB,130
176,True,KeyO,135
177,True,KeyU,116
178,False,KeyO,112
179,False,KeyU,42
180,True,KeyN,78
181,True,KeyD,149
182,False,KeyN,6
183,True,Space,143
184,False,KeyD,47
185,False,Space,139
186,True,KeyT,101
187,True,KeyO,148
188,False,KeyT,16
189,False,KeyO,138
190,True,Space,46
191,False,Space,122
192,True,Backspace,280
193,False,Backspace,112
194,True,Backspace,79
195,False,Backspace,70
196,True,Backspace,83
197,False,Backspace,99
198,True,KeyB,474
199,False,KeyB,154
200,True,KeyY,747
201,True,Space,107
202,False,KeyY,47
203,True,KeyT,92
204,False,Space,1
205,True,KeyH,101
206,False,KeyT,66
207,False,KeyH,85
208,True,KeyE,8
209,True,Space,112
210,False,KeyE,79
211,False,Space,93
212,True,KeyT,28
213,True,KeyE,89
214,False,KeyT,66
