,down,keyCode,time
1,True,KeyI,161
2,False,KeyI,89
3,False,ShiftLeft,31
4,True,KeyN,91
5,False,KeyN,89
6,True,Space,67
7,False,Space,59
8,True,KeyA,45
9,False,KeyA,77
10,True,KeyD,110
11,False,KeyD,66
12,True,KeyD,48
13,False,KeyD,89
14,True,KeyI,100
15,False,KeyI,75
16,True,KeyT,274
17,False,KeyT,76
18,True,KeyI,56
19,False,KeyI,79
20,True,KeyO,83
21,False,KeyO,79
22,True,KeyN,86
23,False,KeyN,70
24,True,Comma,849
25,False,Comma,70
26,True,Space,12
27,False,Space,62
28,True,ShiftLeft,138
29,True,KeyI,256
30,False,ShiftLeft,14
31,False,KeyI,48
32,True,Space,158
33,False,Space,78
34,True,KeyH,126
35,False,KeyH,69
36,True,KeyE,32
37,False,KeyE,66
38,True,KeyR,69
39,False,KeyR,66
40,True,KeyE,70
41,False,KeyE,80
42,True,KeyB,173
43,False,KeyB,87
44,True,KeyZ,13
45,False,KeyZ,86
46,True,Space,363
47,False,Space,72
48,True,KeyA,104
49,False,KeyA,82
50,True,KeyC,185
51,False,KeyC,79
52,True,KeyK,56
53,False,KeyK,85
54,True,KeyN,899
55,False,KeyN,76
56,True,KeyO,173
57,False,KeyO,73
58,True,KeyW,235
59,False,KeyW,73
60,True,KeyL,93
61,False,KeyL,59
62,True,KeyE,40
63,False,KeyE,77
64,True,KeyD,117
65,False,KeyD,71
66,True,KeyG,112
67,False,KeyG,75
68,True,KeyE,139
69,False,KeyE,92
70,True,Space,201
71,False,Space,78
72,True,KeyT,62
73,False,KeyT,66
74,True,KeyH,94
75,False,KeyH,76
76,True,KeyA,19
77,False,KeyA,75
78,True,KeyT,141
79,False,KeyT,76
80,True,Space,24
81,False,Space,78
82,True,ShiftLeft,128
83,True,KeyI,371
84,False,KeyI,85
85,False,ShiftLeft,42
86,True,Space,66
87,False,Space,69
88,True,KeyH,94
89,False,KeyH,75
90,True,KeyA,34
91,False,KeyA,77
92,True,KeyV,55
93,False,KeyV,91
94,True,KeyE,101
95,False,KeyE,72
96,True,Space,517
97,False,Space,62
98,True,KeyR,79
99,False,KeyR,65
100,True,KeyE,67
101,False,KeyE,82
102,True,KeyA,86
103,False,KeyA,81
104,True,KeyD,77
105,False,KeyD,79
106,True,Space,35
107,False,Space,105
108,True,KeyA,17
