down,keyCode,hours,minutes,seconds,milliseconds
true,Shift,9,33,31,730
true,(,9,33,31,850
false,(,9,33,31,929
false,Shift,9,33,31,975
true,f,9,33,32,645
false,f,9,33,32,716
true,u,9,33,32,743
false,u,9,33,32,819
true,Shift,9,33,32,917
true,Z,9,33,33,129
false,Z,9,33,33,189
true,Z,9,33,33,248
false,Z,9,33,33,327
false,Shift,9,33,33,376
true,y,9,33,33,540
false,y,9,33,33,615
true,n,9,33,34,64
false,n,9,33,34,154
true,3,9,33,34,238
false,3,9,33,34,320
true,t,9,33,34,839
false,t,9,33,34,929
true,w,9,33,35,279
false,w,9,33,35,344
true,0,9,33,35,710
false,0,9,33,35,783
true,r,9,33,36,171
false,r,9,33,36,240
true,k,9,33,36,323
false,k,9,33,36,412
true,Shift,9,33,36,488
true,),9,33,36,622
false,),9,33,36,709
false,Shift,9,33,36,755
